id,x,y,z
65,19.03860660856437,152.70934882699265,96.5553411740581
66,19.087361032049863,148.1479528686973,94.9906864064764
67,19.13957501841093,143.67933291154188,93.33829013101118
68,19.135073398840174,139.35101607357404,91.29301833843854
69,19.11505670603695,134.71824508986774,90.51279882042385
70,19.08163751860452,130.00212288293054,89.99752477785759
71,19.143058112682187,125.29055491226276,89.43379947158748
72,19.056468653652,120.5683554831859,88.84050963228339
73,19.034934182402548,115.88812859890838,88.40403674747584
74,18.96941864320609,111.27846104114052,87.09509728942636
75,18.96345205314917,106.50740500957204,86.69307472536882
76,18.971945881388827,101.75371537589191,86.03729936530983
77,18.968840691607987,97.19133568392358,84.71117947827202
78,18.94237003601131,92.59891124264348,83.81268532262786
79,18.971915478186546,87.96533386059114,83.10749110987675
80,18.991692449293332,83.44618666762312,81.97484244889247
145,19.136839,10.411801,61.69336832965933
146,19.141025,14.9866,62.83229972406909
147,18.952025,19.613162,63.98813387080109
148,19.023826,24.169844,65.1945946869222
149,19.057683,28.778103,66.40633119164934
150,19.010985,33.356183,67.63069689595517
151,19.030006,37.947712,68.83907311954127
152,19.000038,42.510957,70.09522867456077
153,18.993871,47.047118,71.35395171569607
154,18.988398,51.624505,72.71598625348122
155,18.989996,56.189645,74.13752684597166
156,19.065586,60.68319399999999,75.53513114702957
157,19.057524,65.250922,76.91162820525032
158,19.01721715331434,69.91601718972466,78.2972659497135
159,18.98728197910215,74.41796751142957,79.5730992110245
160,18.9635726237647,78.93868250307904,80.72992014225694
