id,x,y,z
65,19.03457081651953,152.70266765887223,96.57944083170126
66,19.078751348414773,148.158067387389,95.01886694926691
67,19.12650014107566,143.70576741436955,93.35445811464241
68,19.117736564134336,139.39337593983862,91.3276103468931
69,19.094969442262023,134.77259775830868,90.549282087452
70,19.06815172681026,130.04144474460068,90.02224231180237
71,19.136032968663333,125.31474858134564,89.46019577868022
72,19.055984297613303,120.57784080518744,88.85253454363729
73,19.040324742353786,115.88451263129156,88.41145422064905
74,18.970755422226045,111.29199016774572,87.10977842435031
75,18.960968463137544,106.53759628877688,86.71646550614433
76,18.96584054476892,101.79992493906931,86.06668143967879
77,18.95941192878882,97.25236451566772,84.73867100809109
78,18.9390428595079,92.65219954004452,83.84768095705337
79,18.976065247751357,88.0079103034119,83.13452479675405
80,19.00312057366339,83.4783183845502,81.99611810463676
145,19.136839,10.411801,61.6668812132266
146,19.141025,14.9866,62.80859051512693
147,18.952025,19.613162,63.96683298205872
148,19.023826,24.169844,65.17069583505344
149,19.057683,28.778103,66.37754492512593
150,19.010985,33.356183,67.59907694645857
151,19.030006,37.947712,68.80497139700319
152,19.000038,42.510957,70.06071434734797
153,18.993871,47.047118,71.31742608202582
154,18.988398,51.624505,72.67510702596476
155,18.989996,56.189645,74.09161011839235
156,19.065586,60.68319399999999,75.48924189623456
157,19.057524,65.250922,76.88347599568449
158,19.02844348797577,69.92729399124546,78.29299960774456
159,19.00431167320697,74.4334610102206,79.57272486427563
160,18.982209467751904,78.96034867519613,80.74709168691275
