id,x,y,z
65,19.040428583005045,152.71051326664102,96.55026872965828
66,19.08970295218586,148.1449820497754,94.98486076208033
67,19.14242369049721,143.67234383818231,93.33167114779297
68,19.138400202039197,139.3400982131548,91.28547095027295
69,19.11861620742171,134.7044087960646,90.50522061734279
70,19.08397954550375,129.992247536662,89.99168500897143
71,19.14420883274186,125.28466886009568,89.42974587130789
72,19.056415247250488,120.56635769186744,88.8381857155407
73,19.03381652471712,115.8896616106828,88.40320775950796
74,18.96941659228891,111.27677158822698,87.09288893236905
75,18.964529676760844,106.502591664568,86.6894540455166
76,18.974061350977863,101.74590127954016,86.03224934716818
77,18.97191949811317,97.18074512689748,84.70475229224184
78,18.94397706408682,92.58950953816294,83.80698276412872
79,18.97169671866176,87.95764339389422,83.10273121471897
80,18.989697179991627,83.44016598225784,81.97102702516865
145,19.136839,10.411801,61.696903934441195
146,19.141025,14.9866,62.83581979687912
147,18.952025,19.613162,63.99160364230612
148,19.023826,24.169844,65.19873921410681
149,19.057683,28.778103,66.41087919655646
150,19.010985,33.356183,67.63573262106212
151,19.030006,37.947712,68.84493641114183
152,19.000038,42.510957,70.10158572889007
153,18.993871,47.047118,71.36106800047057
154,18.988398,51.624505,72.72394384448734
155,18.989996,56.189645,74.14636090335016
156,19.065586,60.68319399999999,75.5437719997449
157,19.057524,65.250922,76.91797593350051
158,19.015473529237163,69.91467675648008,78.3005725610642
159,18.984006388603103,74.41515798841567,79.57309898956986
160,18.959820934988784,78.93434084780243,80.7271487118201
