id,x,y,z
65,19.031413280355668,152.703110765235,96.58016606808036
66,19.07674603762767,148.16109552859692,95.02060359032615
67,19.12562223708847,143.711307737305,93.3618471340958
68,19.11795176412774,139.40139126163953,91.3241131678596
69,19.09612236180399,134.78235384309644,90.55059545999323
70,19.06907175400227,130.04809061893118,90.02529473190542
71,19.13672447089192,125.3182558775661,89.45868538057022
72,19.05643844532116,120.57826698678237,88.85215448514586
73,19.040512751295672,115.8819880240834,88.40954104714888
74,18.96995963486393,111.2890459131179,87.10773318867396
75,18.959158859326703,106.53422031561114,86.71352241254982
76,18.963026032964773,101.7961265030952,86.0645235503258
77,18.95564166862996,97.2481762326184,84.73646757815533
78,18.936118334613223,92.64901522911671,83.84414810737707
79,18.97424524276421,88.00591317712245,83.13287470305686
80,19.00237335124797,83.47747510820213,81.99503710534407
145,19.136839,10.411801,61.67157582119648
146,19.141025,14.9866,62.80938358197899
147,18.952025,19.613162,63.97026509297549
148,19.023826,24.169844,65.17234393959212
149,19.057683,28.778103,66.38089117989716
150,19.010985,33.356183,67.60263601806155
151,19.030006,37.947712,68.8075794906296
152,19.000038,42.510957,70.06200197113641
153,18.993871,47.047118,71.31757449343928
154,18.988398,51.624505,72.67521367869277
155,18.989996,56.189645,74.09194701504808
156,19.065586,60.68319399999999,75.48951054147213
157,19.057524,65.250922,76.88265791259472
158,19.027046784353168,69.92463240937154,78.29096869847487
159,19.004123940754955,74.43276786417472,79.57263828327542
160,18.982515291128603,78.96064341980731,80.7452755351666
