id,x,y,z
65,19.034628456243148,152.68882059818404,96.56284214451611
66,19.072149637695,148.13546664641356,94.99793968503667
67,19.113448318644988,143.67460721379263,93.33725994837278
68,19.09814696179546,139.35398385070562,91.30991445344942
69,19.070456187956783,134.7266310915857,90.52432918783485
70,19.04995048791097,130.0004801309812,90.00023301111898
71,19.124398091839204,125.27873485375513,89.42148523255955
72,19.050559078320912,120.54684898788278,88.82380516123278
73,19.04046961812384,115.8580216932116,88.3775152736981
74,18.960911779473488,111.26143350203914,87.07299735757076
75,18.94081639456724,106.50300436111829,86.67324461518163
76,18.935459503944845,101.76140428912692,86.03395945868655
77,18.91928772457056,97.21015898036212,84.70377305362794
78,18.904920011175065,92.61817617793491,83.81551011199076
79,18.95021216932767,87.98382196713153,83.1745761689477
80,18.9853289139345,83.46387831128277,81.98485025555803
145,19.136839,10.411801,61.6600849212773
146,19.141025,14.9866,62.79430279250198
147,18.952025,19.613162,63.95553169308433
148,19.023826,24.169844,65.1686490152491
149,19.057683,28.778103,66.37127156859921
150,19.010985,33.356183,67.61642898418333
151,19.030006,37.947712,68.8325664695713
152,19.000038,42.510957,70.08665256468535
153,18.993871,47.047118,71.3493596161856
154,18.988398,51.624505,72.71158922755895
155,18.989996,56.189645,74.13939134826899
156,19.065586,60.68319399999999,75.53149706563589
157,19.057524,65.250922,76.91140842953237
158,19.00752759241536,69.88224171492196,78.29510957466081
159,18.99153529225834,74.4139802166213,79.57411666111088
160,18.972459263806016,78.95536340994511,80.7528603296048
