id,x,y,z
65,19.03509707254684,152.70259380781178,96.5793195515802
66,19.07908556687929,148.15756269718767,95.01857753308309
67,19.12664645840686,143.70484402721365,93.35322297133017
68,19.11770069746877,139.3920400528718,91.32584847011003
69,19.094777289005027,134.7709717441774,90.54906513247538
70,19.067998388944925,130.04033709887892,90.02173437909225
71,19.135917718291903,125.31416403197557,89.46044818764506
72,19.055908606328664,120.57776977492162,88.8525978069503
73,19.04029340753013,115.8849333991596,88.41177350794277
74,18.970888053453063,111.29248087685036,87.11011932606758
75,18.961270063772684,106.53815895097117,86.71695482055254
76,18.96630963006961,101.80055801173168,86.06703866957903
77,18.960040305481964,97.2530625628426,84.73903445462904
78,18.93953028032368,92.65273025853249,83.84826939896851
79,18.97636858191588,88.00824315779347,83.13480145926934
80,19.003245110732628,83.47845893060823,81.99629807575784
145,19.136839,10.411801,61.666098962957086
146,19.141025,14.9866,62.80845837738963
147,18.952025,19.613162,63.96626137788873
148,19.023826,24.169844,65.17042118311558
149,19.057683,28.778103,66.37698780314241
150,19.010985,33.356183,67.59848368139073
151,19.030006,37.947712,68.80453666078867
152,19.000038,42.510957,70.06049970504
153,18.993871,47.047118,71.3174013449356
154,18.988398,51.624505,72.6750892373215
155,18.989996,56.189645,74.09155396336467
156,19.065586,60.68319399999999,75.4891971060603
157,19.057524,65.250922,76.88361232996193
158,19.02867627191287,69.92773758822445,78.29333747030543
159,19.00434296194898,74.43357653456157,79.57273916981157
160,18.98215849718912,78.96029955109427,80.7473941208746
