id,x,y,z
65,19.04080554323415,152.71075418518893,96.54921925990539
66,19.09018748738641,148.14436739758466,94.9836554684953
67,19.14301307092886,143.67089782300448,93.33030171975464
68,19.13908850614933,139.33783934548185,91.2839094790711
69,19.119352655984077,134.7015461145881,90.50365278045422
70,19.08446410279325,129.99020436157195,89.99047683354883
71,19.14444691275421,125.28345105619906,89.42890723260754
72,19.05640419765017,120.56594435573255,88.8377049126008
73,19.033585285195997,115.88997878553268,88.40303624942916
74,18.969416167961214,111.27642204624486,87.0924320495962
75,18.964752633370157,106.5015958000844,86.6887049457984
76,18.97449903434111,101.74428456995014,86.0312045099727
77,18.97255649256252,97.17855397716794,84.70342251221842
78,18.944309552654165,92.5875643579256,83.80580294645591
79,18.971651458070426,87.95605226285348,83.10174641734214
80,18.98928436565334,83.43892032321675,81.97023763564616
145,19.136839,10.411801,61.69763526446446
146,19.141025,14.9866,62.83654782187814
147,18.952025,19.613162,63.99232148327266
148,19.023826,24.169844,65.19959669917608
149,19.057683,28.778103,66.41182020060685
150,19.010985,33.356183,67.63677458201218
151,19.030006,37.947712,68.84614954299602
152,19.000038,42.510957,70.10290157916171
153,18.993871,47.047118,71.36254065420033
154,18.988398,51.624505,72.7255895034234
155,18.989996,56.189645,74.1481864137213
156,19.065586,60.68319399999999,75.54555891129664
157,19.057524,65.250922,76.91928923512302
158,19.01511277942809,69.91439942546396,78.30125671885436
159,18.98332868022399,74.41457670779211,79.57309897761355
160,18.959044723517906,78.93344257429693,80.7265753068604
