id,x,y,z
65,19.039833376792632,152.7019291482676,96.57822279256949
66,19.08209353305994,148.1530204853758,95.01597309550836
67,19.12796331438764,143.6965335428105,93.34205987767577
68,19.117377897478672,139.38001707017045,91.30994580571294
69,19.093047909692075,134.75633761699575,90.54713748609716
70,19.066618348156908,130.03036828738314,90.01717332170483
71,19.134880464949024,125.3089030876449,89.46272855908752
72,19.055227384766884,120.57713050252924,88.85316615109653
73,19.0400113941173,115.88872030997184,88.41465255858145
74,18.97208173449625,111.2968972587921,87.11318781574485
75,18.963984469488945,106.54322291071976,86.72134320605068
76,18.970531397775822,101.80625566569287,86.07022264508754
77,18.96569569572026,97.2593449874166,84.74225672057264
78,18.943917067665687,92.65750672492418,83.85356066616339
79,18.979098589396592,88.01123884722763,83.13731259644604
80,19.004365944355754,83.47972384513035,81.9979153031809
145,19.136839,10.411801,61.659061081398946
146,19.141025,14.9866,62.80726965297549
147,18.952025,19.613162,63.96112226756216
148,19.023826,24.169844,65.16794972907296
149,19.057683,28.778103,66.37198125468692
150,19.010985,33.356183,67.59314318401104
151,19.030006,37.947712,68.80062334125567
152,19.000038,42.510957,70.05856743125807
153,18.993871,47.047118,71.31717868727188
154,18.988398,51.624505,72.67492896995294
155,18.989996,56.189645,74.09104849629789
156,19.065586,60.68319399999999,75.48879378918282
157,19.057524,65.250922,76.88483917254575
158,19.030771327346773,69.93172996103532,78.29637023185249
159,19.004624560627008,74.43461625363038,79.57286631715215
160,18.98169976212407,78.9598574341775,80.75011270947064
