id,x,y,z
65,19.084087506457497,152.48615131757106,96.13171966856515
66,19.213352767449727,147.5588963413302,94.54635112570561
67,19.344309097014747,142.73252394674455,93.03064916470383
68,19.41620177699888,138.0562740842303,91.42458971645617
69,19.456654994108025,133.14754462228382,90.58032231698611
70,19.373399267539813,128.65800326423897,90.00725554368574
71,19.38526387852264,124.17455562017167,89.46568169999989
72,19.248298850413217,119.67869423583844,88.85104576033422
73,19.177240570438972,115.22146640496706,88.40092969988102
74,19.06846409226843,110.77502314511425,87.11910362558011
75,19.017855942408644,106.16972689829588,86.67946533684378
76,18.981174826061007,101.57967547134947,86.0474792160066
77,18.9330339077355,97.17316164135975,84.71484697732156
78,18.90852654637693,92.60297983949476,83.84011001876718
79,18.9508811507486,87.9721879905059,83.17937454817579
80,18.983337112948348,83.45568900398604,82.01595898642506
145,19.136839,10.411801,61.690010773232935
146,19.141025,14.9866,62.795876320933914
147,18.952025,19.613162,63.96281963319
148,19.023826,24.169844,65.15302464220457
149,19.057683,28.778103,66.36422269105536
150,19.010985,33.356183,67.60262628373721
151,19.030006,37.947712,68.81219988720775
152,19.000038,42.510957,70.06571409872224
153,18.993871,47.047118,71.33421216720939
154,18.988398,51.624505,72.68349837012411
155,18.989996,56.189645,74.10793132980213
156,19.065586,60.68319399999999,75.49992774350548
157,19.057524,65.250922,76.88862629429848
158,19.016406674388644,69.88944017860103,78.27822811348156
159,18.99239206734286,74.41464644570044,79.56317938132214
160,18.96814955635073,78.950493145607,80.75237258429856
