id,x,y,z
65,19.03518865316351,152.6882188732283,96.56530590532128
66,19.073074605828467,148.13467868944971,94.99973104220186
67,19.11472935657266,143.6736333898183,93.33840786848006
68,19.0997698879282,139.3528435207516,91.31044231288975
69,19.072356065005323,134.72528202724808,90.52574392574034
70,19.05165970602777,129.99872148758044,90.00119288333903
71,19.125919718795068,125.27655156746636,89.42284044999045
72,19.051886319006,120.54426462559616,88.82592333171743
73,19.04160101891501,115.85506793301776,88.3795859129297
74,18.961764755889995,111.25893062532576,87.07481273275148
75,18.941395677842564,106.50096710383312,86.67454463915229
76,18.935771754357862,101.75982828774876,86.03626228666803
77,18.91934624864757,97.2090203488473,84.6976288189054
78,18.905165312251697,92.61737195869472,83.81731958304304
79,18.950714936836423,87.98334901131138,83.17603656879139
80,18.98608111623404,83.46372651274227,81.98600221044823
145,19.136839,10.411801,61.660625925340604
146,19.141025,14.9866,62.79478538690984
147,18.952025,19.613162,63.95623327483854
148,19.023826,24.169844,65.1686722961937
149,19.057683,28.778103,66.3710340106155
150,19.010985,33.356183,67.61610362078453
151,19.030006,37.947712,68.83100416912676
152,19.000038,42.510957,70.08493937323558
153,18.993871,47.047118,71.34741503169946
154,18.988398,51.624505,72.70877405903367
155,18.989996,56.189645,74.1363173095005
156,19.065586,60.68319399999999,75.52858863518897
157,19.057524,65.250922,76.90924642471816
158,19.009004189714112,69.88394846767534,78.2943400983014
159,18.99277141005344,74.41482853252629,79.57412209641711
160,18.97345246264129,78.95552225353971,80.75308326969838
