id,x,y,z
65,19.031004577277404,152.7044903029426,96.5765056399141
66,19.077589572172087,148.16034835454386,95.01499446049527
67,19.127689179706085,143.70849421762833,93.36590872445731
68,19.12119259928564,139.39656990497852,91.32451415027256
69,19.10020499336261,134.77597583297734,90.54442400346467
70,19.071865613266343,130.043326913913,90.02189524171868
71,19.1382568324332,125.31511395751154,89.45071597495414
72,19.05669148725832,120.5766910952388,88.85020661633709
73,19.039597512745207,115.88173223943578,88.40749603178278
74,18.969427200481228,111.28551013777984,87.10431308869873
75,18.95895576152805,106.52748827665782,86.70818225984615
76,18.963119266896637,101.78631901929069,86.05836962305153
77,18.955994636879456,97.23552387013592,84.72897030645146
78,18.93566484990317,92.63813904409676,83.83648065879119
79,18.972828233445117,87.99742166991281,83.12735209842157
80,19.00001753844875,83.47130745828515,81.99076270736867
145,19.136839,10.411801,61.678023654305505
146,19.141025,14.9866,62.81758949976417
147,18.952025,19.613162,63.97584992607506
148,19.023826,24.169844,65.17730169819559
149,19.057683,28.778103,66.38735828027146
150,19.010985,33.356183,67.60969331459182
151,19.030006,37.947712,68.81464661861872
152,19.000038,42.510957,70.06875597196566
153,18.993871,47.047118,71.32428690875312
154,18.988398,51.624505,72.68272107885802
155,18.989996,56.189645,74.10047901146298
156,19.065586,60.68319399999999,75.4990057950265
157,19.057524,65.250922,76.88514101212057
158,19.024492274463945,69.92161003188306,78.28347209957029
159,19.00094909808093,74.42969000400477,79.57310305638018
160,18.979226221760776,78.95679768544001,80.74148321187502
