id,x,y,z
65,19.06160935798967,152.56312849465792,96.62392380044811
66,19.153701976267456,147.7907271394078,95.04731240632378
67,19.248397604877155,143.115502737514,93.37802661479022
68,19.284816753251214,138.58701047362558,91.31415055194488
69,19.297249154912176,133.79551230541,90.5643630716322
70,19.238455808769103,129.20683500567682,90.03307122260773
71,19.27498277872863,124.62253070296472,89.46572108104102
72,19.16253571022516,120.02813960450072,88.8750078821916
73,19.11539269808192,115.47356560044004,88.42625077711509
74,19.01913597158614,110.9646791049122,87.11624133198427
75,18.98117370855349,106.29592217638432,86.70780774004967
76,18.957147410261744,101.64315030259522,86.0776253410952
77,18.92149973783507,97.17676522203774,84.72918991887771
78,18.90119864077632,92.60142380340024,83.85214385577507
79,18.945572033736603,87.97370792013766,83.20537245931463
80,18.979943853686567,83.4602023299166,82.01082884105335
145,19.136839,10.411801,61.689234245847786
146,19.141025,14.9866,62.81837047107798
147,18.952025,19.613162,63.97815824000563
148,19.023826,24.169844,65.18309215696144
149,19.057683,28.778103,66.3859005046237
150,19.010985,33.356183,67.63497051435066
151,19.030006,37.947712,68.84244459933093
152,19.000038,42.510957,70.10053141346057
153,18.993871,47.047118,71.36737339334238
154,18.988398,51.624505,72.72820642951207
155,18.989996,56.189645,74.15340390161623
156,19.065586,60.68319399999999,75.54821957569632
157,19.057524,65.250922,76.92438085105144
158,19.01862961363661,69.91178074947506,78.31391548212616
159,18.992645532245064,74.42872142635585,79.59577262309409
160,18.966573167504947,78.95794577934699,80.7672761361717
