id,x,y,z
65,19.08769250013068,152.46643040701488,95.70644771139646
66,19.24822707048564,147.46507412340674,94.23546607283089
67,19.40969010388141,142.56577463849686,92.87543536222036
68,19.511158117397414,137.81977645908233,91.51360228188227
69,19.573993263254707,132.85747227165024,90.62260839965981
70,19.46481064536441,128.41830101729963,89.99518489767694
71,19.45092856065364,123.9835824955872,89.48244783183841
72,19.288151121452785,119.53881940796902,88.79835313952314
73,19.192662141464574,115.12970751886856,88.34586272488798
74,19.081209540400472,110.70022290671513,87.06386528277304
75,19.02791314506181,106.11223768860114,86.63741657821848
76,18.98862742005887,101.5394028165445,86.00835775534543
77,18.938096563467628,97.14951322863897,84.6864916198033
78,18.919442724146972,92.58443175592689,83.81441719799528
79,18.968733850823977,87.9566883755744,83.14725877775334
80,19.00792057219237,83.4431802025803,82.0072723879619
145,19.136839,10.411801,61.69069931779054
146,19.141025,14.9866,62.78306111173256
147,18.952025,19.613162,63.96428411133492
148,19.023826,24.169844,65.1421617978721
149,19.057683,28.778103,66.36343057883052
150,19.010985,33.356183,67.58398492096102
151,19.030006,37.947712,68.78806859907033
152,19.000038,42.510957,70.03787165262881
153,18.993871,47.047118,71.30641734095639
154,18.988398,51.624505,72.64174533482354
155,18.989996,56.189645,74.07300182367541
156,19.065586,60.68319399999999,75.46031085315987
157,19.057524,65.250922,76.85922648669951
158,19.02875049467899,69.9028134638434,78.26210804921668
159,19.017156906992863,74.41506390550181,79.53617699151378
160,18.99932349556421,78.94109592138669,80.73324954212922
